,ruid,sum(rb)
1113,77983,18196447171277.0
1114,8572,44554410990591.0
1115,85490,9689944.0
1116,30993,11165069264990.0
1117,81686,197208700507.0
1118,51425,31978748429172.0
1119,58746,18070364092424.0
1120,14027,23344878776659.0
1121,92877,14323339227027.0
1122,74296,1414166741269.0
1123,88624,3381035021723.0
1124,27714,3503007643.0
1125,97452,311337902.0
1126,62857,4787552891028.0
1127,33877,61236442298079.0
1128,33244,34755063895726.0
1129,5393,85667527051.0
1130,20196,3114981636.0
1131,55583,24369031874.0
1132,69815,1211818577.0
1133,49928,16460453143134.0
1134,35693,22739730210803.0
1135,102658,5744389698.0
1136,103463,2663819380289.0
1137,1230,164914570895519.0
1138,59714,7711607825109.0
1139,6470,82345423155822.0
1140,13010,45104436565525.0
1141,18569,1208328176688.0
1142,74642,267876584110.0
1143,48999,892477183.0
1144,48146,21601429591988.0
1145,71681,20170831288682.0
1146,5362,1368278482.0
1147,103676,3085294388.0
1148,1607,24614436079.0
1149,5058,319280110722743.0
1150,37936,59451236391238.0
1151,89859,175364023300710.0
1152,11410,160271119530847.0
1153,101693,68903737450.0
1154,34016,14068927922418.0
1155,92084,480278579095.0
1156,17096,75454262.0
1157,32146,1.7244027975501112e+16
1158,37518,942876676789.0
1159,34659,107548640070.0
1160,23875,122946301367.0
1161,92624,2832872473795.0
1162,55436,5908464663523.0
1163,91372,794224306.0
1164,69827,53403811475.0
1165,60069,110154034904807.0
1166,12915,27294945011019.0
1167,5407,382369216343880.0
1168,16557,582547092074.0
1169,78722,103073480841120.0
1170,48939,3237342552403.0
1171,94625,948966958978.0
1172,38262,31032708444.0
1173,70336,735277232.0
1174,24211,32177292579789.0
1175,85831,913142726760.0
1176,72091,89693325022689.0
1177,9880,32892479557998.0
1178,42987,545406819561.0
1179,47670,426418443.0
1180,102503,262216884.0
1181,26987,196968855695.0
1182,106474,32358649386.0
1183,55582,127926272.0
1184,106525,2327863465.0
1185,79635,1171001643570130.0
1186,5468,138365147573.0
1187,92929,3927313533271.0
1188,95636,7721663080223.0
1189,79227,263304841.0
1190,103661,7188752967897.0
1191,18532,4328055.0
1192,54841,2350328871523.0
1193,97294,18058841268.0
1194,22754,3209601362.0
1195,7721,7592339345.0
1196,90599,38915490274686.0
1197,78012,47238558546370.0
1198,38175,8957337058996.0
1199,104201,23354104490.0
1200,37572,30602463489.0
1201,58809,105787833619587.0
1202,55679,15878281546743.0
1203,94061,80711614608.0
1204,79455,103276474750.0
1205,99877,26586022356.0
1206,83420,7166922238871.0
1207,15261,1493971414957.0
1208,70669,11203607597.0
1209,77810,67.0
1210,15542,10903969300.0
1211,39115,81432067777590.0
1212,30140,910671623527406.0
1213,31174,399941680022.0
1214,57603,67507172990357.0
1215,84601,6434247488940.0
1216,86332,98379261897.0
1217,51915,63345862560.0
1218,32646,2964207165801.0
1219,73222,74235771585.0
1220,52956,8380107748485.0
1221,101474,231238056426.0
1222,68813,0.0
1223,6918,393749051978586.0
1224,42328,13212783378372.0
1225,60461,44643378684.0
1226,31686,27020150013925.0
1227,93251,227844151082.0
1228,42832,70216032905091.0
1229,55080,351840979377.0
1230,90151,31908563483.0
1231,97611,143710459707.0
1232,103462,14600395504.0
1233,79211,145288666832.0
1234,8959,1.3158696030469426e+17
1235,31764,9762769994157.0
1236,89839,8618994094980.0
1237,93253,56068270275.0
1238,1039,1095054784541.0
1239,70666,19278498118756.0
1240,9511,2174843786622.0
1241,4579,42352542998088.0
1242,31300,453028968045.0
1243,56377,54777619652267.0
1244,80187,16852401277307.0
1245,70498,9920337046837.0
1246,37419,1579444974653.0
1247,80149,6050056463.0
1248,13770,107186007992.0
1249,46689,45276326.0
1250,91712,31548052849230.0
1251,101666,364358828480.0
1252,98885,488355880728.0
1253,79335,19071445338435.0
1254,31593,79547213214398.0
1255,5410,931605074769249.0
1256,11816,1362420563592.0
1257,103608,164460378470.0
1258,25964,6182312116065.0
1259,10782,873148512529.0
1260,1447,3013843329.0
1261,28563,221833859571.0
1262,88993,3987518861930.0
1263,42447,120239517807819.0
1264,82953,16840643303379.0
1265,92975,35514962232057.0
1266,6034,0.0
1267,69094,1266597093087.0
1268,97001,4942223008.0
1269,103283,10459982039.0
1270,14907,19158190989.0
1271,3692,13800567944.0
1272,14763,2019633575786.0
1273,71738,26773831958702.0
1274,80397,8005752556.0
1275,81342,13589053921.0
1276,3760,170283657.0
1277,11118,187790519652876.0
1278,11198,3301338304469.0
1279,69243,18604049685463.0
1280,57458,507466088311.0
1281,57129,110073966705601.0
1282,80289,455801938476300.0
1283,8791,4796960794319.0
1284,93770,303154828198.0
1285,93503,173192264295.0
1286,31059,5221693955068.0
1287,102900,663516364.0
1288,30398,17850948735.0
1289,69093,1424407737285.0
1290,103765,821684699156.0
1291,70872,137512369943015.0
1292,23679,588185714579.0
1293,49072,1773021077309.0
1294,12218,30459320083.0
1295,3318,3131277967.0
1296,32011,176775593250.0
1297,2672,5040.0
1298,100662,6137951510.0
1299,72090,19434474915897.0
1300,99956,379452069502.0
1301,24234,30695907461869.0
1302,38560,16119114074767.0
1303,60014,5434068060347.0
1304,50259,27126294323045.0
1305,72984,6672859381558.0
1306,88620,8689897.0
1307,6702,5152538159.0
1308,99659,24394823110945.0
1309,100095,895974093682.0
1310,23943,3837558034388.0
1311,100006,2156411966855.0
1312,32585,5384632009614.0
1313,11318,166897834467.0
1314,79432,12623718560.0
1315,104512,19048455821.0
1316,101899,6582358139.0
1317,75783,1388565831847.0
1318,4819,212459456758446.0
1319,25491,281227473389611.0
1320,91519,136993367267462.0
1321,102046,939772700280.0
1322,86353,381411381912.0
1323,89391,13217026050.0
1324,99285,1115940502.0
1325,15741,1678373914328.0
1326,8819,56781718536866.0
1327,25622,18981630607906.0
1328,17553,130887771612.0
1329,23273,425856212185.0
1330,104229,6029957075.0
1331,15032,4844920848810.0
1332,2260,10522572810885.0
1333,55145,1097628721942.0
1334,22527,196240864129069.0
1335,55005,55799989056210.0
1336,3267,27051043441802.0
1337,43956,1579318678353.0
1338,24183,3590508399291.0
1339,15847,2151020934.0
1340,88628,1025354515223.0
1341,47526,374374990571.0
1342,72117,591061271.0
1343,51212,615180404321047.0
1344,55634,8451304410963.0
1345,97569,18689197995482.0
1346,50826,43665197877255.0
1347,36619,834539597551.0
1348,92282,166703537559.0
1349,78252,12174209341874.0
1350,22224,17490903193.0
1351,43528,2968605155894.0
1352,24998,24485191266.0
1353,86136,1564754044748.0
1354,16785,648978143258.0
1355,51950,14554698838015.0
1356,45727,9954258661928.0
1357,95509,2100045979.0
1358,29587,15809326217952.0
1359,35002,422167495319262.0
1360,56808,91472114.0
1361,70979,14546382026058.0
1362,11551,165612835703.0
1363,27774,534209071.0
1364,24421,1186815314820239.0
1365,19041,16320053155132.0
1366,68742,72944517118849.0
1367,25950,45423939341734.0
1368,71583,5763727245962.0
1369,9774,6317146666212.0
1370,96808,369703243595464.0
1371,58316,23666909717388.0
1372,28304,12922724122555.0
1373,81402,163250549128.0
1374,96491,1544087582762.0
1375,102315,15079718248.0
1376,23574,248631177.0
1377,51005,14135563486900.0
1378,56300,1239623291038.0
1379,57618,59354141652.0
1380,43257,154864892688631.0
1381,60436,26218936748724.0
1382,70691,60532298907069.0
1383,29924,6877917462772.0
1384,36196,6726005520322.0
1385,5475,10147919303081.0
1386,21466,6077360269390.0
1387,55960,5930708516339.0
1388,32151,29167909986.0
1389,3322,3667949455.0
1390,51962,10545899389.0
1391,80700,101278928.0
1392,99587,63597938907.0
1393,5185,27045725955697.0
1394,30743,13237989821897.0
1395,72495,6902908066199.0
1396,66803,105125866055354.0
1397,74444,141542579899.0
1398,89755,8771203684.0
1399,50772,906405441194.0
1400,88975,383781242049.0
1401,88914,430789137.0
1402,59535,0.0
1403,58449,252314396.0
1404,22720,5225660620.0
1405,3599,2312491929.0
1406,27993,5266716806789.0
1407,29062,254728098101542.0
1408,14922,178650678399444.0
1409,3246,754653698973.0
1410,60837,411119952933.0
1411,55372,7420433024585.0
1412,22274,7211174098286.0
1413,41259,637261321872.0
1414,93127,25661265053053.0
1415,105563,84853857961.0
1416,103683,35646210683752.0
1417,28044,127005780267196.0
1418,96492,329467016039.0
1419,68357,18580516211.0
1420,99283,217155907.0
1421,5686,146334470861.0
1422,78514,2623903070786.0
1423,104555,215593048.0
1424,106555,2831908360.0
1425,25315,262817121076215.0
1426,16737,1518289664916.0
1427,61204,21176109417810.0
1428,56559,157400361520.0
1429,32196,197196154769376.0
1430,68199,361901367631007.0
1431,28048,1372607305520.0
1432,38990,213376459647584.0
1433,21491,93327044201785.0
1434,60269,39974780931.0
1435,84462,33515195427063.0
1436,9472,6241641621.0
1437,83894,357440550455.0
1438,9646,0.0
1439,49576,118617260.0
1440,78291,565455181422445.0
1441,45138,6273238080214.0
1442,105161,61538025043.0
1443,9632,389232966579.0
1444,49685,136879708743247.0
1445,24628,3955570015818.0
1446,75786,61316639849702.0
1447,83943,18753385134014.0
1448,93786,510858100365.0
1449,50904,3895618045039.0
1450,23030,2508116928.0
1451,103214,126092939935.0
1452,5340,63388265383457.0
1453,100574,258170537963273.0
1454,22996,5955694606302.0
1455,34199,172876035050468.0
1456,39129,7166868051918.0
1457,84845,31834038079566.0
1458,54594,572734450.0
1459,102306,17520287197602.0
1460,27747,81708427964368.0
1461,10384,143272128824.0
1462,92345,50279673449367.0
1463,50739,2844641433535.0
1464,106856,245162950278.0
1465,103250,872644823536.0
1466,71810,28330102554909.0
1467,105262,115466163785.0
1468,34428,130784810000.0
1469,9520,3074062887.0
1470,102478,14060485146.0
1471,15591,120853524.0
1472,94395,48106736.0
1473,58808,1509918158984889.0
1474,72524,7712442713838.0
1475,86089,11577736241278.0
1476,8854,197228371785314.0
1477,71437,126580969150558.0
1478,50961,7769141598800.0
1479,11848,901210974022.0
1480,50773,4152654777938.0
1481,100703,24255067205.0
1482,20973,18504825613628.0
1483,8873,62058328033.0
1484,96778,60468566.0
1485,98788,14566899144.0
1486,15250,13517106647583.0
1487,12005,64479693287499.0
1488,10699,49204593972927.0
1489,11380,99731740168530.0
1490,56454,2307137578037.0
1491,32066,28043631422387.0
1492,61049,8205383981690.0
1493,13033,1425599711741.0
1494,20111,3519781544157.0
1495,81826,3604872073560.0
1496,23945,1704074287.0
1497,15932,143125397.0
1498,68907,720906170037468.0
1499,6270,3410340792586.0
1500,27011,3663809867176.0
1501,16256,308641929637.0
1502,40342,972737025176.0
1503,103977,612424165872.0
1504,11480,5482567575162180.0
1505,9542,295906887352653.0
1506,37470,25034744057147.0
1507,46782,207547624050641.0
1508,20786,14648606171475.0
1509,57226,51138611966670.0
1510,12990,23258143110.0
1511,23003,3627028251.0
1512,47850,425871630442.0
1513,6585,2283513854.0
1514,93660,6977674810174.0
1515,83588,7975306320095.0
1516,75065,142177317082684.0
1517,2061,151515811617717.0
1518,27735,610423875100433.0
1519,59470,4073139686798.0
1520,72565,170554598.0
1521,22538,16924657827.0
1522,23621,1687042768018.0
1523,29042,472707330579.0
1524,43882,180407053057960.0
1525,16686,106450585187408.0
1526,45715,127907167634014.0
1527,8157,32399198129911.0
1528,62078,252246513038.0
1529,56623,529057511156.0
1530,24626,22793741547464.0
1531,56639,58538124029005.0
1532,19424,3565081768292.0
1533,31393,40049159.0
1534,101015,4140859992.0
1535,59301,22702319.0
1536,35923,9806367357358.0
1537,52909,212751231398.0
1538,31488,13016935123855.0
1539,23855,5925866388094.0
1540,50912,117465572165.0
1541,11565,13330551915164.0
1542,35745,34816143623.0
1543,62085,2893025107.0
1544,57283,120368844.0
1545,19812,147819895056785.0
1546,24885,67180012329085.0
1547,86071,2995192228196.0
1548,93845,592733928887.0
1549,21234,4753879040.0
1550,25413,49870429810.0
1551,46924,104478607.0
1552,51354,11621139854180.0
1553,34686,4928991116512.0
1554,11521,45195110685795.0
1555,9412,1028794256342.0
1556,12458,74029849275806.0
1557,103489,1358492857.0
1558,101905,8668894456414.0
1559,22508,7023454856188.0
1560,101301,12574562402381.0
1561,8357,9970078953220.0
1562,105056,94481219627.0
1563,23617,117834266.0
1564,35797,29032340.0
1565,11087,204982679893504.0
1566,24955,923252651405897.0
1567,84873,38116485022194.0
1568,72623,101080028635909.0
1569,55932,860650190245.0
1570,13578,1002519933970.0
1571,90091,81631674490.0
1572,51853,55917577499884.0
1573,7495,73629922487093.0
1574,73265,69120175778.0
1575,99181,22906952874.0
1576,103611,4900226793749.0
1577,15109,3571459696891.0
1578,50807,2652878406781.0
1579,95163,169419611.0
1580,84449,1103121468.0
1581,14215,1035159.0
1582,48539,49234340009890.0
1583,14002,233443707530802.0
1584,38901,34791046292858.0
1585,49572,25856371756526.0
1586,69078,10197694384716.0
1587,59125,21618961742385.0
1588,2908,1930953321802.0
1589,92347,163745628160.0
1590,60892,7229848138224.0
1591,92206,490837856886.0
1592,11896,5158522578.0
1593,24566,3489539337232.0
1594,95247,16724622550302.0
1595,2280,16937028388842.0
1596,100551,1550970427.0
1597,43438,76678453939677.0
1598,57697,247425893846847.0
1599,85833,4412209649174.0
1600,22793,29709592441210.0
1601,38083,63190246858.0
1602,90371,29859295883390.0
1603,12211,3271699967.0
1604,105094,71395131.0
1605,27697,625209270333.0
1606,92327,3520745668.0
1607,9658,3029066398711.0
1608,103669,4547614446968.0
1609,73574,28184459593114.0
1610,100874,17365520195.0
1611,80927,110967308029527.0
1612,27739,5168394340199.0
1613,41280,500819678321587.0
1614,49677,204690759121856.0
1615,60939,13783822106253.0
1616,2126,418279188.0
1617,47863,3392099845078465.0
1618,85489,514539443406153.0
1619,80512,56167069960300.0
1620,99284,624695435.0
1621,85264,5521995274370.0
1622,85646,1889489577.0
1623,81538,24869754167.0
1624,16982,8901497387.0
1625,92130,133906945363.0
1626,16581,142582796542131.0
1627,51352,77761186758530.0
1628,56358,133700670971167.0
1629,75423,459713874452.0
1630,103820,2299847633.0
1631,30955,628837183599.0
1632,58983,20874447418.0
1633,10372,909165241.0
1634,28389,516156688.0
1635,57135,12968732718096.0
1636,69244,5216447100405.0
1637,57165,4962385985962.0
1638,35111,14608865172894.0
1639,74561,14301994803762.0
1640,35329,13527836538206.0
1641,9421,7184987549747.0
1642,35724,30759469714426.0
1643,1472,1505548760255.0
1644,12274,36341040.0
1645,22339,180854792397597.0
1646,88913,1703485641417.0
1647,27783,947589579216744.0
1648,84155,674509653967.0
1649,50789,2294979499379.0
1650,59012,681854370947.0
1651,79663,100589890352567.0
1652,42963,1031761067460.0
1653,29989,1741831934438.0
1654,18681,271833901567.0
1655,1241,5183658908144.0
1656,29605,2745698461.0
1657,97000,8875404.0
1658,69138,133219072326459.0
1659,34408,51556028.0
1660,24076,3203513256718.0
1661,50193,8457110809.0
1662,99020,247546609050.0
1663,28550,10044093956020.0
1664,90370,5003470664900.0
1665,5858,2146723474679.0
1666,32628,64446582792241.0
1667,24317,21970143120.0
1668,22497,29348605327328.0
1669,79150,1412578200098.0
1670,82163,2509995840697.0
1671,15578,3304749549429.0
1672,9770,136435787.0
1673,36254,7257697584794.0
1674,13585,38978613074365.0
1675,59016,101361116316.0
1676,50465,4874720500482.0
1677,103857,253525232860.0
1678,85076,1227128961365.0
1679,91892,3716204720765.0
1680,19704,270833666280579.0
1681,13535,110353120339499.0
1682,84840,935453696193547.0
1683,44561,12874809053945.0
1684,77409,6753825023814.0
1685,37397,63001856930932.0
1686,25435,6140673736833.0
1687,11231,1864648601273.0
1688,37885,2796280641.0
1689,41672,10965091082.0
1690,31961,172852778281.0
1691,22334,61988988977.0
1692,24849,44713740520346.0
1693,105033,1057768222816.0
1694,43677,126543731154600.0
1695,70502,142056731984369.0
1696,82359,67219516893.0
1697,75057,7805973780702.0
1698,6697,41481649646615.0
1699,83531,4025224224966.0
1700,18992,183093828.0
1701,102442,469846330568.0
1702,100998,1433426009.0
1703,92884,4585897269833.0
1704,83589,39606176848979.0
1705,43399,1634266945379.0
1706,95168,9619041524.0
1707,84548,12473731285818.0
1708,32388,45079423884707.0
1709,28194,1823349373869.0
1710,17329,14789690205.0
1711,100682,4927980006.0
1712,10672,1706665688.0
1713,70406,70972921772941.0
1714,30812,51082562753076.0
1715,43241,11671081033958.0
1716,36890,13302459040867.0
1717,59813,249001977287.0
1718,2319,11875268061987.0
1719,82703,20104747203930.0
1720,103989,11331572016.0
1721,13536,4627052948.0
1722,5141,566862339222156.0
1723,45160,423396208355.0
1724,55864,98977245294260.0
1725,30754,8026065551160.0
1726,71141,150483230.0
1727,102224,16532048178.0
1728,30290,0.0
1729,13005,32995410030011.0
1730,56046,95742537909007.0
1731,82045,781932527123479.0
1732,9490,5956358681975.0
1733,41013,6411675171279.0
1734,50124,8855011281794.0
1735,13771,11108324873594.0
1736,2,1981487190766.0
1737,55663,1439919992.0
1738,15899,3103925589982.0
1739,81604,26903171439.0
1740,9104,30234283.0
1741,15148,128895709530886.0
1742,81657,1131188608254.0
1743,59705,12664414350231.0
1744,19955,18982795046888.0
1745,25489,22247604633347.0
1746,6502,242153252728.0
1747,30488,107331584.0
1748,62138,12868380423.0
1749,83403,11167498.0
1750,95272,8991895490705.0
1751,103609,58863740455.0
1752,81552,249704645115.0
1753,57424,80901682147.0
1754,63196,1953762025644.0
1755,56545,0.0
1756,7577,125473704978244.0
1757,63159,4839038438170.0
1758,44855,20684945155034.0
1759,42240,25570471777549.0
1760,71682,89953166472.0
1761,91883,5726779823153.0
1762,45559,8734186418.0
1763,27130,25538717730.0
1764,43519,810317288.0
1765,50529,83906393223562.0
1766,62924,13477991928445.0
1767,38939,5796480923423.0
1768,45001,411732144065108.0
1769,59610,200840856882.0
1770,3321,745957107120.0
1771,104334,369477480633.0
1772,51446,18187065868.0
1773,31141,3865725185605.0
1774,92626,295559694255.0
1775,36657,272387420892.0
1776,48535,1171311672855.0
1777,79799,601941020983.0
1778,51382,423755829899.0
1779,22655,27462527462.0
1780,11555,724362970.0
1781,38324,100637394625312.0
1782,40651,92247668131108.0
1783,31297,67734451894919.0
1784,24117,21965442829209.0
1785,80912,8320972650208.0
1786,104438,1725375523347.0
1787,90394,15815547024.0
1788,103654,9241611841196.0
1789,103635,30037435249.0
1790,86334,28576537147485.0
1791,99,2512934497133338.0
1792,31097,136432402152880.0
1793,90089,496149618915.0
1794,29594,13630912954820.0
1795,24691,34670756911.0
1796,23636,47809129801.0
1797,56682,47655552641.0
1798,74536,248672589214.0
1799,56945,429564620.0
1800,31183,611674720.0
1801,106468,8603537.0
1802,56860,21271581347212.0
1803,9773,4287386294552.0
1804,34822,11658764075091.0
1805,90902,105666087699680.0
1806,51268,59150976970815.0
1807,74476,172550159726083.0
1808,55961,7650490912296.0
1809,99879,11286049395524.0
1810,56908,815418098851.0
1811,19003,35378140536.0
1812,24172,5069299033388.0
1813,24154,44199938017757.0
1814,71964,168572567701648.0
1815,77410,12981436362326.0
1816,59141,78925659098.0
1817,86134,16140549338629.0
1818,104585,747318142928.0
1819,28182,28309196687228.0
1820,28880,14900446239615.0
1821,18034,57829966485747.0
1822,16019,27530628309953.0
1823,5882,36554291818282.0
1824,9496,25991748098898.0
1825,80798,12251553862.0
1826,35360,5097927080889.0
1827,16858,2897668583.0
1828,5514,929542000.0
1829,101828,22520443777.0
1830,103584,143978781529.0
1831,62514,614769482.0
1832,28353,13927795.0
1833,7592,1049506992016896.0
1834,50813,155075913726886.0
1835,10120,22651502644059.0
1836,91930,3564444817951.0
1837,100391,10110943434348.0
1838,13178,19152187024.0
1839,12855,9856141854458.0
1840,80585,295203048.0
1841,77787,2803392025.0
1842,31503,33554432.0
1843,103477,6936784297852.0
1844,42938,12498343391873.0
1845,22543,62600743015777.0
1846,14409,2578573214727.0
1847,21463,1919711201254.0
1848,25439,38048528961.0
1849,12522,34665236134643.0
1850,22271,428374004855.0
1851,6546,9140281728.0
1852,34146,1310311719.0
1853,19018,588942427.0
1854,90796,9998310950656.0
1855,89945,130227117357802.0
1856,38463,1166974625388.0
1857,51111,4636146531865.0
1858,97472,24160963778841.0
1859,93524,374286834173.0
1860,88868,549279422091.0
1861,5019,1497160614.0
1862,45059,353620429042761.0
1863,35160,15999414265621.0
1864,81649,92945762314644.0
1865,66630,90457400449310.0
1866,90662,2098345751257.0
1867,68676,108291359572.0
1868,71467,18441152150.0
1869,83996,598706023.0
1870,104046,7786997669873.0
1871,95016,24050495731.0
1872,79881,1042593939042.0
1873,89549,3846604164457.0
1874,30124,405305238.0
1875,100091,47930618351.0
1876,94543,738248853.0
1877,103455,5797419244.0
1878,78911,297489143714408.0
1879,30997,9425470009712.0
1880,25369,59136346327788.0
1881,28016,20341210276164.0
1882,33363,41114292195983.0
1883,16529,14449199100646.0
1884,82815,1350566336778.0
1885,75456,1224665434266538.0
1886,12754,11718505552604.0
1887,83616,4841098664645.0
1888,102865,502383934271.0
1889,3980,66097984587.0
1890,83305,6526064592166.0
1891,37677,2908692681137.0
1892,89339,775107543.0
1893,14679,3565794779.0
1894,50769,37983078967928.0
1895,7507,2714772742257.0
1896,99442,1681922613561.0
1897,57517,17925220910351.0
1898,0,88412580400169.0
1899,13192,13291800913994.0
1900,58723,6561153004.0
1901,75312,3005952663.0
1902,79093,27226810.0
1903,70670,210549378385154.0
1904,101898,39722524874.0
1905,12451,15751324295166.0
1906,4330,1220197969598.0
1907,12177,39001981831113.0
1908,83530,5015668109081.0
1909,69720,288925838050.0
1910,92949,1205615157.0
1911,92490,175971843021.0
1912,42351,3056451484214.0
1913,37568,96876573460427.0
1914,57591,4136334305091.0
1915,89555,123684873784.0
1916,24081,9855650005.0
1917,62663,3979088327908.0
1918,78668,841230283166.0
1919,84524,1108472763746.0
1920,28620,112232842403223.0
1921,25016,74031152551117.0
1922,94817,16263551457851.0
1923,47991,12338957729.0
1924,83811,27045299713780.0
1925,101476,9676348.0
1926,103680,21744011193.0
1927,56162,79680720.0
1928,83668,3125794907.0
1929,12250,126887192203966.0
1930,72121,36045497489531.0
1931,50449,20871391326833.0
1932,95741,754597718418196.0
1933,10488,6821592706.0
1934,93324,6168061977062.0
1935,103367,585804507616.0
1936,49156,3972679407.0
1937,81873,405579121314.0
1938,34073,1468795319408.0
1939,75608,35857128234728.0
1940,94585,337523909678.0
1941,92127,7098509575718.0
1942,100503,10672606356.0
1943,94957,1280409756886.0
1944,82044,170958833703.0
1945,30182,2055544531687.0
1946,51499,3133360760741.0
1947,61409,1138902134374.0
1948,50080,5953025995917.0
1949,73699,239863611732.0
1950,40737,387567991697.0
1951,23631,359950010.0
1952,84201,404842127.0
1953,32161,96255641064441.0
1954,103088,69683363183101.0
1955,92499,9155582797029.0
1956,95444,9253133208.0
1957,60811,4909100846997.0
1958,83406,373823242919.0
1959,17127,68734431865.0
1960,104085,35877042169.0
1961,23419,364030281.0
1962,3381,2349835057944.0
1963,47281,2775348742824.0
1964,2454,34717409810.0
1965,8838,96727365590.0
1966,99913,23172035.0
1967,81429,7107408613038.0
1968,12141,49537626897645.0
1969,99286,13455360157391.0
1970,33803,5529384724277.0
1971,63325,107224579989065.0
1972,100184,571824913677.0
1973,28131,222492179074.0
1974,27788,932580902.0
1975,89857,131095403167.0
1976,103659,4756555359701.0
