,ruid,sum(wb)
402,35138,0.0
403,59789,2770476819016.0
404,98880,44791488490.0
405,57682,1799016340.0
406,80156,48851248123766.0
407,34788,5672000108876.0
408,74479,268511866664.0
409,10161,17824622248.0
410,80321,43236313830863.0
411,22986,744186051396.0
412,41524,1572787388918.0
413,1,2.6037812461751816e+16
414,29820,5991358913512.0
415,9471,28376620367976.0
416,82218,24100641368983.0
417,61072,0.0
418,50333,188906867243.0
419,89153,830085626218.0
420,98152,16060936.0
421,85654,3814979083016.0
422,68801,720129607402.0
423,70165,11066244578349.0
424,18118,142981683.0
425,57247,0.0
426,2138,5059985949022.0
427,104067,0.0
428,36386,254342915900.0
429,98267,52975672319.0
430,99878,0.0
431,37316,7757331315862.0
432,13063,221852635409570.0
433,72800,211549730429.0
434,103471,0.0
435,28212,3299381022.0
436,95480,33076135040.0
437,47828,49152.0
438,22014,3.462151991791846e+16
439,78321,27758128158565.0
440,14355,78859820198.0
441,17399,7227176816058.0
442,86432,3289380151242.0
443,90404,5125959176041.0
444,30131,3633429826018.0
445,3453,0.0
446,9283,15308979566422.0
447,50719,411016492864.0
448,95110,1364752520816.0
449,102863,0.0
450,93032,3739115203911.0
451,98328,0.0
452,7616,698138325374.0
453,101665,0.0
454,42553,48419243724.0
455,10948,416786448.0
456,17241,85039448.0
457,93106,17116682468.0
458,97746,1603228116.0
459,5082,0.0
460,41277,2135713910132.0
461,98272,16582437894334.0
462,59442,8135339396496.0
463,41398,44482293628.0
464,12780,2390989617575.0
465,7500,191540835148.0
466,80256,0.0
467,105099,0.0
468,80368,130393418828.0
469,24576,455120285539.0
470,51171,0.0
471,94664,510314788476.0
472,106829,0.0
473,58653,0.0
474,57856,0.0
475,15151,0.0
476,18401,0.0
477,85801,0.0
478,82008,0.0
479,89872,0.0
480,104946,0.0
481,48328,327467961384.0
482,17058,0.0
483,13314,6103220960.0
484,16745,0.0
485,71150,4276425732445.0
486,79777,0.0
487,59297,0.0
488,34835,0.0
489,33175,19095080810.0
490,4570,5705551208.0
491,70556,403914094268.0
492,100866,0.0
493,102004,0.0
494,2481,2025830540.0
495,23914,0.0
496,12850,0.0
497,11512,0.0
498,90150,0.0
499,21251,0.0
500,3,0.0
501,81154,4868269168669.0
502,32589,68194714760.0
503,18982,443058395540.0
504,50008,0.0
505,16507,60264172.0
506,25128,0.0
507,51015,0.0
508,71149,0.0
509,23401,920994925194.0
510,95077,1741786573.0
511,86142,44498261440.0
512,88973,393714.0
513,99585,9456556260.0
514,45379,423075184.0
515,55620,34101520234947.0
516,55446,2304281938816.0
517,27518,0.0
518,23262,91858354879.0
519,99288,788825152.0
520,29235,805306460.0
521,50376,0.0
522,78720,0.0
523,83687,0.0
524,52008,0.0
525,13456,0.0
526,106619,0.0
527,1144,0.0
528,81874,2716963539570.0
529,49627,7511805948.0
530,13633,0.0
531,36363,80950847324.0
532,77891,676594596.0
533,104337,19637825594.0
534,63402,712666375496.0
535,14793,142741751248.0
536,37688,1605087418456.0
537,27596,44987843128.0
538,35415,0.0
539,16552,0.0
540,101717,0.0
541,69871,0.0
542,7009,0.0
543,93356,9196796.0
544,51703,0.0
545,70409,800090628.0
546,54590,2405213946404.0
547,14799,3293033470688.0
548,9414,18333162314.0
549,7411,4035500356.0
550,49069,3088710945262.0
551,24439,6348467162162.0
552,101292,0.0
553,102884,449198749736.0
554,21535,6824964956.0
555,90155,0.0
556,37505,0.0
557,27910,0.0
558,78314,0.0
559,103858,0.0
560,93872,0.0
561,12650,164515121756604.0
562,81554,0.0
563,10579,27268304144.0
564,43874,0.0
565,47348,0.0
566,70667,0.0
567,94033,0.0
568,95982,893478050064.0
569,68716,11793074851321.0
570,35206,266216674132.0
571,102441,163112384.0
572,15419,9299769534994.0
573,58490,194840616784.0
574,101615,0.0
575,105544,0.0
576,98813,3177221732.0
577,93841,3122661824.0
578,78253,0.0
579,90376,1615289072570.0
580,98739,0.0
581,2177,9210432197422.0
582,35452,0.0
583,88686,0.0
584,104068,0.0
585,34086,17902874612.0
586,78176,0.0
587,57236,10859493070716.0
588,30824,0.0
589,103465,0.0
590,39402,0.0
591,12296,10699303636597.0
592,12134,0.0
593,11659,0.0
594,97870,0.0
595,63219,702932170236.0
596,71463,8325327632604.0
597,74470,13894926185541.0
598,12531,110650046172.0
599,11045,1025666086.0
600,30058,827849896.0
601,93673,44104151494.0
602,31490,1684559480090.0
603,8359,0.0
604,77898,9449001998.0
605,43954,0.0
606,49725,9724990100624.0
607,80364,4631251848577.0
608,8440,3530152554.0
609,79409,63052516738.0
610,23306,3456580208.0
611,4839,799641071346.0
612,43876,1866002933573.0
613,71482,0.0
614,82541,320000.0
615,101785,0.0
616,24232,0.0
617,34575,20962829771425.0
618,52020,4625719678154.0
619,9481,32542468454.0
620,24944,32222984557635.0
621,14225,0.0
622,14143,0.0
623,97748,0.0
624,55166,626553622.0
625,30274,0.0
626,34955,0.0
627,68503,0.0
628,72023,38310718916.0
629,35433,214353814856.0
630,31082,1245565579806.0
631,88688,0.0
632,102607,0.0
633,27557,0.0
634,40387,0.0
635,8273,0.0
636,32197,122627713707618.0
637,11792,8762029552385.0
638,23836,22077639190266.0
639,72964,28861166140.0
640,100127,0.0
641,28096,3476378963812.0
642,63115,8752810788167.0
643,80854,3840227980.0
644,39578,0.0
645,38649,0.0
646,83667,176825294521.0
647,71022,1630905071132.0
648,50013,0.0
649,105564,0.0
650,44355,69371496.0
651,103843,0.0
652,24850,0.0
653,22095,0.0
654,8563,0.0
655,82340,1376469458518.0
656,93014,2870270906.0
657,103008,0.0
658,69939,0.0
659,95385,0.0
660,38513,1179542249742.0
661,88708,518414934.0
662,14038,248609565542.0
663,80494,296567290.0
664,38617,4072321464724.0
665,31567,0.0
666,57170,1473634.0
667,8912,8033842241838.0
668,9655,456366474324.0
669,18052,13548715913428.0
670,57880,13744477317971.0
671,74794,69877252210.0
672,28595,0.0
673,56671,0.0
674,74914,31917924936.0
675,57781,238695760284.0
676,1856,47662123592.0
677,78938,802249139428.0
678,96640,206535939698.0
679,50698,1116992667669.0
680,41951,0.0
681,102392,768417352.0
682,13624,22595962.0
683,35964,0.0
684,54845,0.0
685,28677,72703300122.0
686,9327,0.0
687,35059,0.0
688,61765,21371900606844.0
689,60058,2420198784838.0
690,79860,15146090977111.0
691,54649,0.0
692,81144,0.0
693,103031,3.405944249338091e+16
694,9596,71498390062.0
695,47865,22350844676.0
696,81861,162494522760.0
697,97840,2039122304440.0
698,102316,0.0
699,57622,1527881791122.0
700,101823,0.0
701,83400,8495983592.0
702,80058,0.0
703,32627,6668421106368.0
704,60856,2525726204.0
705,68621,1086255145121.0
706,28489,11478842618.0
707,25097,157038209406.0
708,34806,0.0
709,51826,303867654.0
710,101189,0.0
711,56107,0.0
712,16187,0.0
713,42009,18045088286.0
714,94439,0.0
715,24941,131237598971029.0
716,37238,0.0
717,13714,0.0
718,29556,33199839293101.0
719,102881,356670592332.0
720,74299,0.0
721,32761,2345336493494.0
722,83509,0.0
723,74445,0.0
724,31137,0.0
725,21773,0.0
726,71734,1212610442640.0
727,38346,7292317732864.0
728,35378,23628392153824.0
729,21117,77683968672.0
730,77890,0.0
731,7291,8886933555482.0
732,92854,0.0
733,80026,119577966062.0
734,72717,2474355899398.0
735,10330,3865836008.0
736,6414,13454119804.0
737,101600,416335666688.0
738,5896,0.0
739,91477,3346351001747.0
740,37340,0.0
741,13478,0.0
742,101668,952616.0
743,3943,243495008.0
744,39293,0.0
745,81022,1154234960911.0
746,60888,10469156204586.0
747,56359,142528170901391.0
748,57748,57615470514435.0
749,38616,0.0
750,91879,329194206180.0
751,59453,939306662038.0
752,9576,8643442860552.0
753,100334,563338857952.0
754,77525,158309752539.0
755,39953,0.0
756,58541,0.0
757,12147,82490983518538.0
758,28895,11251678124.0
759,35289,0.0
760,11875,3239638247419.0
761,2346,37801351707225.0
762,27524,4943837059038.0
763,99634,757453775594.0
764,49660,0.0
765,32224,60754622680.0
766,60131,5701232423515.0
767,72946,2643857561276.0
768,72293,299947083464.0
769,92343,0.0
770,42186,185224323491.0
771,71996,3119319032.0
772,7693,5770.0
773,83629,60789223116.0
774,93275,0.0
775,96343,0.0
776,73920,22530469690.0
777,49296,0.0
778,28007,0.0
779,2524,0.0
780,24332,149077513269.0
781,24817,801895058544.0
782,29992,0.0
783,93125,51340507850.0
784,94239,168891878780.0
785,96465,188416.0
786,22046,0.0
787,105075,0.0
788,43961,0.0
789,49959,0.0
790,2278,1214735833178.0
791,8996,27866209852.0
792,42574,0.0
793,95446,0.0
794,81124,1123246682954.0
795,51667,6783326173547.0
796,101997,1435050643160.0
797,56581,10063731911980.0
798,95420,0.0
799,89488,0.0
800,57970,25377298024108.0
801,95758,0.0
802,49612,1537582769200.0
803,50244,1524545561116.0
804,72027,2676659364018.0
805,70434,74541994802.0
806,49999,50599757810.0
807,16395,0.0
808,78437,0.0
809,80295,326744005770.0
810,103252,0.0
811,57219,42573566494.0
812,11191,0.0
813,88974,614528294436.0
814,58197,4626346989555.0
815,9066,7786084239261.0
816,103092,68718236601.0
817,103371,0.0
818,88874,0.0
819,38433,109167943104.0
820,86309,0.0
821,30798,0.0
822,55399,0.0
823,74000,21696392.0
824,49573,0.0
825,39587,113934020076.0
826,90448,0.0
827,72060,387407678082.0
828,71074,456449051838.0
829,56794,0.0
830,9668,0.0
831,104285,0.0
832,54608,78782292203.0
833,42535,380143178.0
834,70998,24442730083766.0
835,55246,22721092723.0
836,48641,6265681283.0
837,6314,10083632019758.0
838,84368,190292234702.0
839,25240,0.0
840,26017,649380860.0
841,56216,624215216650.0
842,56115,2230257423408.0
843,14014,0.0
844,81383,0.0
845,32708,62528755034.0
846,78320,0.0
847,97520,7475893808.0
848,103466,0.0
849,25312,70766687794613.0
850,4884,43031695701447.0
851,14494,496477333004.0
852,30059,122077729556.0
853,27791,51690224092.0
854,51799,36093036908.0
855,3471,0.0
856,25318,0.0
857,24976,0.0
858,16062,9337999212.0
859,32076,0.0
860,16566,0.0
861,96767,849962008844.0
862,69023,13407513728837.0
863,2735,23625864372.0
864,40344,0.0
865,90819,219348863974.0
866,66597,11870727867581.0
867,43881,8438742904.0
868,103065,0.0
869,51745,0.0
870,98103,0.0
871,48307,175457013386.0
872,27526,0.0
873,10669,0.0
874,88606,1356172620.0
875,41764,221357013216.0
876,50873,3353451703036.0
877,91044,41926506231.0
878,31685,0.0
879,100724,88981264991228.0
880,8632,2686358398444.0
881,41945,9749626353360.0
882,5137,7696014262074.0
883,50593,2988384531228.0
884,14240,3665916008206.0
885,17231,0.0
886,31336,781622177342.0
887,82353,21006476176.0
888,32030,256454424452.0
889,30070,0.0
890,19275,88257364974.0
891,53057,0.0
892,91955,14737125428.0
893,89630,0.0
894,90271,32126.0
895,31949,60857676832.0
896,105871,0.0
897,35743,6083173276314.0
898,40598,30122351517998.0
899,81541,2229604678382.0
900,91903,26430656866.0
901,32634,4663894822532.0
902,8951,217107571288.0
903,105488,0.0
904,51656,0.0
905,62662,64925017832.0
906,68161,0.0
907,17140,0.0
908,5741,1634037648.0
909,11811,124325521888.0
910,74570,359792048340.0
911,86341,5539402.0
912,93892,13402383294.0
913,82700,10598808.0
914,85567,33582015488.0
915,89752,26478069084.0
916,20824,0.0
917,17431,0.0
918,49321,214145184185.0
919,36367,1204898280.0
920,10451,1466977484061.0
921,103437,10456884920.0
922,53061,0.0
923,94955,0.0
924,17202,0.0
925,12330,295159465157.0
926,88915,18780904218.0
927,31487,17644733758233.0
928,14987,0.0
929,93947,227002747962.0
930,105913,0.0
931,104199,103734478294.0
932,50996,0.0
933,94542,0.0
934,57700,388470752971.0
935,22051,0.0
936,16279,0.0
937,75748,0.0
938,29726,60090810.0
939,14753,0.0
940,68758,66753477300640.0
941,80051,113040361243.0
942,62778,1070755512178.0
943,31901,3195395568724.0
944,17088,0.0
945,61469,26416721491940.0
946,7352,6980160895905.0
947,84526,0.0
948,4274,9335176720506.0
949,9056,25507661957678.0
950,47196,0.0
951,62281,1498455440.0
952,7238,2131422972542.0
953,99016,146157960.0
954,34465,449194712.0
955,12787,0.0
956,105137,0.0
957,82611,6579420214116.0
958,3304,38045144606.0
959,50019,7880495983165.0
960,91611,7335485281581.0
961,80952,20265779726546.0
962,56392,0.0
963,53059,1297514216518.0
964,83925,0.0
965,7618,661488094.0
966,5575,0.0
967,91661,1460140043767.0
968,103479,0.0
969,50033,6305646105314.0
970,37753,2804907715322.0
971,49110,583787694033.0
972,32093,1396765840.0
973,89272,0.0
974,7130,0.0
975,34228,0.0
976,103493,0.0
977,13635,0.0
978,102045,102642556.0
979,38187,24071029810.0
980,57140,26429637995179.0
981,50859,39306646600.0
982,91952,0.0
983,79076,0.0
984,67348,302079948436.0
985,29590,0.0
986,73067,10125628.0
987,11428,0.0
988,99633,322741191768.0
989,32399,56708717998.0
990,99916,0.0
991,104047,4445029348.0
992,98525,176832500.0
993,30289,9645290318.0
994,15167,253082127644.0
995,38569,22853910879044.0
996,21686,1020612517974.0
997,3830,90594937217039.0
998,21649,0.0
999,16216,43593719089.0
1000,38372,26216506004.0
1001,78409,63804952918.0
1002,95096,171370632516.0
1003,23916,0.0
1004,96911,1678461903684.0
1005,95283,41349068632.0
1006,76955,0.0
1007,44275,56.0
1008,46197,18740521332021.0
1009,2547,0.0
1010,49155,893706254870.0
1011,7209,681106637034.0
1012,90148,0.0
1013,99188,0.0
1014,10945,0.0
1015,56757,91657679468.0
1016,59861,0.0
1017,105181,0.0
1018,100613,0.0
1019,58479,7305020052.0
1020,105690,0.0
1021,10464,0.0
1022,91282,1458897030606.0
1023,37798,168795335669.0
1024,54645,733607399664.0
1025,58105,79431106208.0
1026,1385,314177930860.0
1027,74027,0.0
1028,90288,365448461454.0
1029,84927,0.0
1030,7597,87424131794.0
1031,96906,10397126418.0
1032,93997,0.0
1033,2579,6024741923098.0
1034,48207,1956931156962.0
1035,49561,0.0
1036,94002,678940515244.0
1037,1685,0.0
1038,62787,0.0
1039,92581,0.0
1040,14602,0.0
1041,86329,56780016157855.0
1042,58614,2070826852382.0
1043,56683,0.0
1044,20829,0.0
1045,80762,0.0
1046,22426,0.0
1047,82914,84038819207.0
1048,56427,596247257174.0
1049,23688,479208262.0
1050,42110,0.0
1051,51256,0.0
1052,28679,957863618.0
1053,51051,36102723660.0
1054,45140,461365105666.0
1055,93334,0.0
1056,89460,0.0
1057,23988,0.0
1058,48694,301130935912.0
1059,99122,0.0
1060,14504,0.0
1061,13614,0.0
1062,1494,0.0
1063,20744,0.0
1064,19443,229191211934.0
1065,50832,23321455356760.0
1066,70415,351345907914.0
1067,97698,955588.0
1068,36893,4656937726.0
1069,46684,1184500242612.0
1070,70663,0.0
1071,92047,0.0
1072,93529,0.0
1073,19256,0.0
1074,21502,14427554.0
1075,8324,0.0
1076,68502,5332552290550.0
1077,3169,6162930256.0
1078,102656,2033341806550.0
1079,61071,12045524246.0
1080,93404,0.0
1081,75258,0.0
1082,70835,0.0
1083,11667,0.0
1084,89553,220619474954.0
1085,44856,3753762566320.0
1086,70259,1592518023976.0
1087,77877,0.0
1088,51347,0.0
1089,9368,22114388.0
1090,42090,402504185706.0
1091,35920,312985300.0
1092,5627,0.0
1093,9002,23309562498.0
1094,50251,170.0
1095,100340,9721412298.0
1096,50877,0.0
1097,91761,1453976384.0
1098,50564,20599084514864.0
1099,24212,4645761558764.0
1100,70775,179976737302.0
1101,51940,123580450822.0
1102,90846,0.0
1103,11235,3834521746850.0
1104,14394,0.0
1105,75421,0.0
1106,24921,0.0
1107,93494,162530366.0
1108,53111,24801335353776.0
1109,2814,9462696692044.0
1110,15142,748243569228.0
1111,94770,0.0
1112,47862,980371940786.0
1113,77983,220928250.0
1114,8572,10351862266.0
1115,85490,0.0
1116,30993,2025621525623.0
1117,81686,6948845410.0
1118,51425,639305500078.0
1119,58746,1925287666390.0
1120,14027,149061908580.0
1121,92877,0.0
1122,74296,2072185584.0
1123,88624,222671975289.0
1124,27714,0.0
1125,97452,619801776.0
1126,62857,605815294766.0
1127,33877,2177269899456.0
1128,33244,25840964922.0
1129,5393,0.0
1130,20196,535301114362.0
1131,55583,0.0
1132,69815,0.0
1133,49928,22879757326.0
1134,35693,346233131248.0
1135,102658,0.0
1136,103463,0.0
1137,1230,30402325503482.0
1138,59714,8517829193382.0
1139,6470,331913861744.0
1140,13010,154545204252.0
1141,18569,1420795383542.0
1142,74642,29013776800.0
1143,48999,4774706.0
1144,48146,133057339684.0
1145,71681,511893444766.0
1146,5362,36419724228.0
1147,103676,0.0
1148,1607,0.0
1149,5058,0.0
1150,37936,6607737192.0
1151,89859,10021974576809.0
1152,11410,0.0
1153,101693,0.0
1154,34016,600795738.0
1155,92084,0.0
1156,17096,0.0
1157,32146,0.0
1158,37518,11265112552166.0
1159,34659,215282096838.0
1160,23875,10178064744.0
1161,92624,0.0
1162,55436,286600020188.0
1163,91372,1243080080.0
1164,69827,0.0
1165,60069,52866997560856.0
1166,12915,2036576872478.0
1167,5407,2046393560926.0
1168,16557,801393296462.0
1169,78722,0.0
1170,48939,193573297172.0
1171,94625,0.0
1172,38262,46849468174.0
1173,70336,0.0
1174,24211,1104231419146.0
1175,85831,4199076076.0
1176,72091,0.0
1177,9880,6939111924.0
1178,42987,179648581390.0
1179,47670,0.0
1180,102503,0.0
1181,26987,0.0
1182,106474,0.0
1183,55582,0.0
1184,106525,0.0
1185,79635,14242576398.0
1186,5468,70301578778.0
1187,92929,2062.0
1188,95636,0.0
1189,79227,0.0
1190,103661,0.0
1191,18532,0.0
1192,54841,682467500234.0
1193,97294,0.0
1194,22754,0.0
1195,7721,0.0
1196,90599,0.0
1197,78012,12424521360232.0
1198,38175,4353330752536.0
1199,104201,0.0
1200,37572,0.0
1201,58809,35874641144559.0
1202,55679,0.0
1203,94061,0.0
1204,79455,0.0
1205,99877,0.0
1206,83420,0.0
1207,15261,0.0
1208,70669,46353224.0
1209,77810,8192.0
1210,15542,0.0
1211,39115,8899470175077.0
1212,30140,17776083032652.0
1213,31174,0.0
1214,57603,10994208572890.0
1215,84601,1213388447352.0
1216,86332,0.0
1217,51915,11764475148.0
1218,32646,674117752950.0
1219,73222,0.0
1220,52956,86658874214.0
1221,101474,0.0
1222,68813,1.1624461595252512e+16
1223,6918,0.0
1224,42328,758787333819.0
1225,60461,0.0
1226,31686,16063148805.0
1227,93251,1373157758.0
1228,42832,480148594833.0
1229,55080,533636808610.0
1230,90151,42221246.0
1231,97611,0.0
1232,103462,0.0
1233,79211,0.0
1234,8959,4.332010879058947e+16
1235,31764,2967128992035.0
1236,89839,2322089521903.0
1237,93253,0.0
1238,1039,734655716652.0
1239,70666,85972701998.0
1240,9511,0.0
1241,4579,24505924967401.0
1242,31300,62219777130.0
1243,56377,5012801277134.0
1244,80187,0.0
1245,70498,21428580266.0
1246,37419,603247182925.0
1247,80149,0.0
1248,13770,0.0
1249,46689,0.0
1250,91712,5327689934240.0
