,ruid,sum(wb)
1251,101666,23233212598.0
1252,98885,134527510796.0
1253,79335,0.0
1254,31593,2825994210563.0
1255,5410,765795925295453.0
1256,11816,224149371228.0
1257,103608,145066486.0
1258,25964,6141386403862.0
1259,10782,0.0
1260,1447,68917076262.0
1261,28563,460053405311.0
1262,88993,137685884427.0
1263,42447,20911590986675.0
1264,82953,271575404912.0
1265,92975,2202720825956.0
1266,6034,4734941702157.0
1267,69094,125693673418.0
1268,97001,4376079050.0
1269,103283,0.0
1270,14907,0.0
1271,3692,12306085574.0
1272,14763,101362861564.0
1273,71738,361639070.0
1274,80397,0.0
1275,81342,0.0
1276,3760,0.0
1277,11118,9302130359056.0
1278,11198,2683332165501.0
1279,69243,3039779620155.0
1280,57458,0.0
1281,57129,15987478.0
1282,80289,0.0
1283,8791,0.0
1284,93770,264232.0
1285,93503,0.0
1286,31059,6645277518883.0
1287,102900,9356460.0
1288,30398,795108.0
1289,69093,424662466092.0
1290,103765,9936025181.0
1291,70872,2524566985566.0
1292,23679,29072344918.0
1293,49072,16088425260.0
1294,12218,0.0
1295,3318,0.0
1296,32011,0.0
1297,2672,1800.0
1298,100662,0.0
1299,72090,7767769815188.0
1300,99956,1612117586703.0
1301,24234,116088339165304.0
1302,38560,20334059774.0
1303,60014,0.0
1304,50259,7843494520717.0
1305,72984,0.0
1306,88620,0.0
1307,6702,0.0
1308,99659,417711192031.0
1309,100095,0.0
1310,23943,1771309547372.0
1311,100006,0.0
1312,32585,15651554348.0
1313,11318,0.0
1314,79432,740051639572.0
1315,104512,0.0
1316,101899,0.0
1317,75783,139745780618.0
1318,4819,13073449440536.0
1319,25491,0.0
1320,91519,0.0
1321,102046,0.0
1322,86353,0.0
1323,89391,11743705346.0
1324,99285,0.0
1325,15741,4012663305092.0
1326,8819,18261627925011.0
1327,25622,1128996129600.0
1328,17553,0.0
1329,23273,245938685447.0
1330,104229,0.0
1331,15032,884900172492.0
1332,2260,517343559850.0
1333,55145,0.0
1334,22527,23138558245298.0
1335,55005,158576444813.0
1336,3267,85983728186.0
1337,43956,314240743582.0
1338,24183,711344747652.0
1339,15847,0.0
1340,88628,0.0
1341,47526,0.0
1342,72117,0.0
1343,51212,414551292559872.0
1344,55634,544955562506.0
1345,97569,30066661711718.0
1346,50826,2013717633579.0
1347,36619,1097774717685.0
1348,92282,0.0
1349,78252,972312320022.0
1350,22224,0.0
1351,43528,355075430232.0
1352,24998,321278519490.0
1353,86136,8079215574.0
1354,16785,0.0
1355,51950,0.0
1356,45727,1900868763308.0
1357,95509,0.0
1358,29587,3763324872537.0
1359,35002,272207474686.0
1360,56808,170.0
1361,70979,450863742327.0
1362,11551,35605521936.0
1363,27774,0.0
1364,24421,26362590239479.0
1365,19041,4306117004646.0
1366,68742,2270197724058.0
1367,25950,36348095042513.0
1368,71583,0.0
1369,9774,9141262198528.0
1370,96808,0.0
1371,58316,1686823675526.0
1372,28304,3778022547404.0
1373,81402,0.0
1374,96491,848454934.0
1375,102315,0.0
1376,23574,0.0
1377,51005,145577357676.0
1378,56300,60888902726.0
1379,57618,0.0
1380,43257,0.0
1381,60436,1387358356594.0
1382,70691,0.0
1383,29924,0.0
1384,36196,1383922497260.0
1385,5475,800707795048.0
1386,21466,36432216.0
1387,55960,1046621499031.0
1388,32151,2291728245758.0
1389,3322,0.0
1390,51962,0.0
1391,80700,0.0
1392,99587,7166162.0
1393,5185,162692328840.0
1394,30743,56854399294679.0
1395,72495,6051576090290.0
1396,66803,1323913730634.0
1397,74444,23463421600.0
1398,89755,0.0
1399,50772,0.0
1400,88975,765745789872.0
1401,88914,0.0
1402,59535,7981146.0
1403,58449,0.0
1404,22720,0.0
1405,3599,0.0
1406,27993,758503286390.0
1407,29062,35790650772363.0
1408,14922,3785477265965.0
1409,3246,476788298402.0
1410,60837,103238739810.0
1411,55372,2342952916956.0
1412,22274,0.0
1413,41259,0.0
1414,93127,807354.0
1415,105563,0.0
1416,103683,0.0
1417,28044,15226793773706.0
1418,96492,192864009246.0
1419,68357,143309505464.0
1420,99283,0.0
1421,5686,264244631600.0
1422,78514,5530410542.0
1423,104555,0.0
1424,106555,0.0
1425,25315,50166704630223.0
1426,16737,254583153350.0
1427,61204,94712660157.0
1428,56559,52439023442.0
1429,32196,7935617622939.0
1430,68199,1220071033916.0
1431,28048,118244276114.0
1432,38990,105237219854.0
1433,21491,13060720884691.0
1434,60269,14318451142.0
1435,84462,1119252909162.0
1436,9472,0.0
1437,83894,0.0
1438,9646,5187438455816.0
1439,49576,0.0
1440,78291,0.0
1441,45138,13935080052.0
1442,105161,81830172566.0
1443,9632,0.0
1444,49685,12532425360353.0
1445,24628,156230265496.0
1446,75786,456460941056.0
1447,83943,52198310449.0
1448,93786,0.0
1449,50904,0.0
1450,23030,5016233856.0
1451,103214,41722362418.0
1452,5340,4189427692023.0
1453,100574,75446012774961.0
1454,22996,0.0
1455,34199,0.0
1456,39129,13602224261875.0
1457,84845,4997588170091.0
1458,54594,23203926608.0
1459,102306,126375122173.0
1460,27747,0.0
1461,10384,363779704.0
1462,92345,6685965760009.0
1463,50739,823681413620.0
1464,106856,0.0
1465,103250,138494884970.0
1466,71810,81489380686.0
1467,105262,0.0
1468,34428,0.0
1469,9520,0.0
1470,102478,0.0
1471,15591,0.0
1472,94395,0.0
1473,58808,39936562088717.0
1474,72524,1731050996136.0
1475,86089,11586550900.0
1476,8854,16143032803040.0
1477,71437,2940923793267.0
1478,50961,98663464755.0
1479,11848,79450556.0
1480,50773,324419070786.0
1481,100703,21435024552.0
1482,20973,4055247883168.0
1483,8873,0.0
1484,96778,0.0
1485,98788,1916505066.0
1486,15250,7900015220460.0
1487,12005,63744156054004.0
1488,10699,0.0
1489,11380,1637747245880.0
1490,56454,35807939629.0
1491,32066,572651882870.0
1492,61049,62378155494.0
1493,13033,1220576034932.0
1494,20111,395211053620.0
1495,81826,413801756142.0
1496,23945,0.0
1497,15932,0.0
1498,68907,37149774153697.0
1499,6270,33782356710.0
1500,27011,21518351576.0
1501,16256,15848160654.0
1502,40342,12246634.0
1503,103977,0.0
1504,11480,19580065299445.0
1505,9542,0.0
1506,37470,1343243391652.0
1507,46782,0.0
1508,20786,0.0
1509,57226,9816834002613.0
1510,12990,0.0
1511,23003,1881261087194.0
1512,47850,41484913094.0
1513,6585,1364150378.0
1514,93660,89323023142.0
1515,83588,408848585601.0
1516,75065,7553995222446.0
1517,2061,1939295340388.0
1518,27735,0.0
1519,59470,2720365695852.0
1520,72565,318055916268.0
1521,22538,0.0
1522,23621,502214302504.0
1523,29042,24829269506.0
1524,43882,5774808951245.0
1525,16686,59960548197971.0
1526,45715,26942960409948.0
1527,8157,6852850761084.0
1528,62078,156348134106.0
1529,56623,0.0
1530,24626,4321244839307.0
1531,56639,0.0
1532,19424,0.0
1533,31393,0.0
1534,101015,0.0
1535,59301,0.0
1536,35923,3613820132478.0
1537,52909,227130168388.0
1538,31488,480696953988.0
1539,23855,733790931408.0
1540,50912,0.0
1541,11565,0.0
1542,35745,0.0
1543,62085,0.0
1544,57283,0.0
1545,19812,4695634111916.0
1546,24885,50138049167794.0
1547,86071,0.0
1548,93845,0.0
1549,21234,0.0
1550,25413,0.0
1551,46924,0.0
1552,51354,273794018978.0
1553,34686,200828416944.0
1554,11521,5111033150883.0
1555,9412,4435939188630.0
1556,12458,5645165621150.0
1557,103489,0.0
1558,101905,75460050647825.0
1559,22508,12435871000.0
1560,101301,464082060013.0
1561,8357,401797711084.0
1562,105056,219903009640.0
1563,23617,0.0
1564,35797,0.0
1565,11087,105371302064.0
1566,24955,0.0
1567,84873,4054439724521.0
1568,72623,6765366735197.0
1569,55932,327602054189.0
1570,13578,751262855804.0
1571,90091,0.0
1572,51853,1657487100465.0
1573,7495,28975876350.0
1574,73265,0.0
1575,99181,0.0
1576,103611,338745552932.0
1577,15109,11218460204.0
1578,50807,123429242104.0
1579,95163,0.0
1580,84449,0.0
1581,14215,0.0
1582,48539,5869169148130.0
1583,14002,0.0
1584,38901,161892120272.0
1585,49572,677565858558.0
1586,69078,41625992462.0
1587,59125,1391202969263.0
1588,2908,14883292530.0
1589,92347,0.0
1590,60892,235905906523.0
1591,92206,0.0
1592,11896,0.0
1593,24566,0.0
1594,95247,2604641416208.0
1595,2280,298672899250.0
1596,100551,0.0
1597,43438,10553704226.0
1598,57697,6873671779708.0
1599,85833,27453936684.0
1600,22793,10492380884318.0
1601,38083,69694316684.0
1602,90371,1951885512144.0
1603,12211,0.0
1604,105094,6685398.0
1605,27697,0.0
1606,92327,1466805240.0
1607,9658,0.0
1608,103669,1061734530.0
1609,73574,370478197822.0
1610,100874,22503300126.0
1611,80927,306787593622.0
1612,27739,0.0
1613,41280,0.0
1614,49677,37637424882.0
1615,60939,90112.0
1616,2126,0.0
1617,47863,0.0
1618,85489,3693003388017.0
1619,80512,576052472649.0
1620,99284,23246647140.0
1621,85264,3598742734668.0
1622,85646,0.0
1623,81538,21747279566.0
1624,16982,0.0
1625,92130,0.0
1626,16581,0.0
1627,51352,3636975932588.0
1628,56358,1560707096490.0
1629,75423,7045750356.0
1630,103820,0.0
1631,30955,187874487808.0
1632,58983,0.0
1633,10372,0.0
1634,28389,0.0
1635,57135,5233410816072.0
1636,69244,291340314483.0
1637,57165,4780611981452.0
1638,35111,7016551250736.0
1639,74561,2082682330.0
1640,35329,6522509553514.0
1641,9421,2775913941558.0
1642,35724,6365661430.0
1643,1472,0.0
1644,12274,0.0
1645,22339,5328252974089.0
1646,88913,0.0
1647,27783,11676529458681.0
1648,84155,447114778032.0
1649,50789,199787277572.0
1650,59012,2567861872.0
1651,79663,25636240504.0
1652,42963,380565389094.0
1653,29989,0.0
1654,18681,19317594168.0
1655,1241,18772464572.0
1656,29605,4687522720.0
1657,97000,0.0
1658,69138,5031340530567.0
1659,34408,273950051752.0
1660,24076,82614747928.0
1661,50193,9320.0
1662,99020,0.0
1663,28550,31093745278935.0
1664,90370,542016693472.0
1665,5858,0.0
1666,32628,12364029392632.0
1667,24317,0.0
1668,22497,1415967200438.0
1669,79150,5360667310822.0
1670,82163,295089789344.0
1671,15578,69761781424.0
1672,9770,0.0
1673,36254,438559088122.0
1674,13585,0.0
1675,59016,188315169384.0
1676,50465,357563762778.0
1677,103857,0.0
1678,85076,13311305374.0
1679,91892,390607546.0
1680,19704,671694757084.0
1681,13535,143393051966.0
1682,84840,61687545083031.0
1683,44561,20194685346.0
1684,77409,0.0
1685,37397,0.0
1686,25435,0.0
1687,11231,0.0
1688,37885,0.0
1689,41672,0.0
1690,31961,0.0
1691,22334,0.0
1692,24849,332127036800.0
1693,105033,0.0
1694,43677,20865941890858.0
1695,70502,2154550603775.0
1696,82359,5693466410.0
1697,75057,0.0
1698,6697,5122348822412.0
1699,83531,88224734772.0
1700,18992,0.0
1701,102442,0.0
1702,100998,0.0
1703,92884,0.0
1704,83589,121970315653.0
1705,43399,995221021469.0
1706,95168,0.0
1707,84548,997529400.0
1708,32388,5474433474410.0
1709,28194,0.0
1710,17329,46141464748.0
1711,100682,2193481342.0
1712,10672,0.0
1713,70406,2993940187952.0
1714,30812,18900799754231.0
1715,43241,91445424676.0
1716,36890,3444639928996.0
1717,59813,0.0
1718,2319,724324898784.0
1719,82703,7077580493127.0
1720,103989,0.0
1721,13536,0.0
1722,5141,0.0
1723,45160,183946971.0
1724,55864,1380544071658.0
1725,30754,0.0
1726,71141,0.0
1727,102224,0.0
1728,30290,248500576.0
1729,13005,0.0
1730,56046,9896140497375.0
1731,82045,27706423181427.0
1732,9490,5129727693505.0
1733,41013,4031041112148.0
1734,50124,61969435236.0
1735,13771,1058389075938.0
1736,2,114082454202701.0
1737,55663,26021714498.0
1738,15899,1202741201692.0
1739,81604,23224323982.0
1740,9104,0.0
1741,15148,14261114142655.0
1742,81657,143536856686.0
1743,59705,199249479092.0
1744,19955,2646895918746.0
1745,25489,299158844048.0
1746,6502,0.0
1747,30488,0.0
1748,62138,0.0
1749,83403,0.0
1750,95272,79971608956.0
1751,103609,0.0
1752,81552,116207173250.0
1753,57424,10182013968.0
1754,63196,163061100.0
1755,56545,56730383422.0
1756,7577,20396748719630.0
1757,63159,101729710184.0
1758,44855,395522143300.0
1759,42240,404884547400.0
1760,71682,30810203438.0
1761,91883,0.0
1762,45559,0.0
1763,27130,0.0
1764,43519,0.0
1765,50529,1265331245539.0
1766,62924,7971854572.0
1767,38939,79972059692.0
1768,45001,11735702515386.0
1769,59610,0.0
1770,3321,0.0
1771,104334,0.0
1772,51446,42946000182.0
1773,31141,4115687832788.0
1774,92626,0.0
1775,36657,78078120060.0
1776,48535,1485355032520.0
1777,79799,1309980572.0
1778,51382,0.0
1779,22655,6131906340.0
1780,11555,0.0
1781,38324,176511990284.0
1782,40651,13836831080155.0
1783,31297,6064384512465.0
1784,24117,2015658491134.0
1785,80912,0.0
1786,104438,0.0
1787,90394,6133541612.0
1788,103654,0.0
1789,103635,0.0
1790,86334,1434804091011.0
1791,99,0.0
1792,31097,231783733388.0
1793,90089,26883165912.0
1794,29594,4104730828455.0
1795,24691,0.0
1796,23636,0.0
1797,56682,14143886600.0
1798,74536,0.0
1799,56945,0.0
1800,31183,0.0
1801,106468,0.0
1802,56860,373592509062.0
1803,9773,459286603708.0
1804,34822,15397756048.0
1805,90902,604377372680.0
1806,51268,4134726213668.0
1807,74476,0.0
1808,55961,658840709837.0
1809,99879,594415798350.0
1810,56908,2994689676.0
1811,19003,0.0
1812,24172,1490830139252.0
1813,24154,1794867611961.0
1814,71964,16562153557690.0
1815,77410,826488663832.0
1816,59141,5137581527.0
1817,86134,337910205456.0
1818,104585,0.0
1819,28182,13557137682744.0
1820,28880,4474905633766.0
1821,18034,6688383415206.0
1822,16019,8398987294654.0
1823,5882,523429486508.0
1824,9496,11028163009244.0
1825,80798,0.0
1826,35360,592380741110.0
1827,16858,0.0
1828,5514,0.0
1829,101828,15967820.0
1830,103584,187170942.0
1831,62514,0.0
1832,28353,0.0
1833,7592,11872811158002.0
1834,50813,4526850488466.0
1835,10120,0.0
1836,91930,622358681216.0
1837,100391,0.0
1838,13178,0.0
1839,12855,2614317485344.0
1840,80585,0.0
1841,77787,1712918080.0
1842,31503,0.0
1843,103477,0.0
1844,42938,593350581110.0
1845,22543,1186949405353.0
1846,14409,5506112780.0
1847,21463,451402937370.0
1848,25439,0.0
1849,12522,639338831476.0
1850,22271,849681992.0
1851,6546,0.0
1852,34146,0.0
1853,19018,0.0
1854,90796,3805472921774.0
1855,89945,13163723238.0
1856,38463,14678931898.0
1857,51111,293177215378.0
1858,97472,0.0
1859,93524,0.0
1860,88868,0.0
1861,5019,0.0
1862,45059,49124291040731.0
1863,35160,25020586502344.0
1864,81649,5770561843509.0
1865,66630,16071368757372.0
1866,90662,0.0
1867,68676,56265597188.0
1868,71467,340.0
1869,83996,1197412046.0
1870,104046,314014353744.0
1871,95016,0.0
1872,79881,0.0
1873,89549,0.0
1874,30124,0.0
1875,100091,0.0
1876,94543,652063878.0
1877,103455,0.0
1878,78911,216096979111.0
1879,30997,738018907583.0
1880,25369,87558828432.0
1881,28016,311120924504.0
1882,33363,2763377398901.0
1883,16529,228607664306.0
1884,82815,493192731712.0
1885,75456,54427752342491.0
1886,12754,0.0
1887,83616,73405724456.0
1888,102865,0.0
1889,3980,693437825100.0
1890,83305,67502350040.0
1891,37677,4877001314.0
1892,89339,3087576.0
1893,14679,0.0
1894,50769,1565485683026.0
1895,7507,0.0
1896,99442,0.0
1897,57517,514626368500.0
1898,0,33451018358948.0
1899,13192,0.0
1900,58723,0.0
1901,75312,0.0
1902,79093,0.0
1903,70670,47135426421539.0
1904,101898,4251544622.0
1905,12451,9274147391939.0
1906,4330,289585872276.0
1907,12177,306880040052.0
1908,83530,1509603337328.0
1909,69720,0.0
1910,92949,0.0
1911,92490,294128985510.0
1912,42351,4396509717854.0
1913,37568,0.0
1914,57591,0.0
1915,89555,0.0
1916,24081,0.0
1917,62663,18418164638.0
1918,78668,0.0
1919,84524,0.0
1920,28620,33050751135376.0
1921,25016,67129561884744.0
1922,94817,218625765534.0
1923,47991,0.0
1924,83811,0.0
1925,101476,0.0
1926,103680,0.0
1927,56162,0.0
1928,83668,0.0
1929,12250,122584743320.0
1930,72121,6200394520578.0
1931,50449,1821221828012.0
1932,95741,0.0
1933,10488,1003280288.0
1934,93324,374694875828.0
1935,103367,14329209748.0
1936,49156,0.0
1937,81873,0.0
1938,34073,617253496.0
1939,75608,15929773388826.0
1940,94585,4680844396.0
1941,92127,0.0
1942,100503,0.0
1943,94957,376031808206.0
1944,82044,137429190838.0
1945,30182,0.0
1946,51499,0.0
1947,61409,11628310292.0
1948,50080,1257965128976.0
1949,73699,0.0
1950,40737,0.0
1951,23631,0.0
1952,84201,0.0
1953,32161,5048951633266.0
1954,103088,0.0
1955,92499,3552183813280.0
1956,95444,0.0
1957,60811,279997762052.0
1958,83406,289163983734.0
1959,17127,0.0
1960,104085,818476.0
1961,23419,5388.0
1962,3381,0.0
1963,47281,1874085403441.0
1964,2454,0.0
1965,8838,1106814520.0
1966,99913,0.0
1967,81429,1684541.0
1968,12141,964403737684.0
1969,99286,6992738708.0
1970,33803,10662956058.0
1971,63325,423290426028.0
1972,100184,0.0
1973,28131,370828606.0
1974,27788,0.0
1975,89857,0.0
1976,103659,0.0
