,ruid,count
1705,43399,7116
1706,95168,137
1707,84548,16873
1708,32388,441347
1709,28194,12935
1710,17329,4533
1711,100682,776
1712,10672,24
1713,70406,8956125
1714,30812,125958
1715,43241,18433
1716,36890,39331
1717,59813,364
1718,2319,73584
1719,82703,45503
1720,103989,28
1721,13536,12
1722,5141,145769
1723,45160,25428
1724,55864,248919
1725,30754,9166
1726,71141,11
1727,102224,38
1728,30290,8
1729,13005,37118
1730,56046,510383
1731,82045,4693774
1732,9490,53229
1733,41013,192510
1734,50124,724165
1735,13771,63965
1736,2,578609
1737,55663,106
1738,15899,4009
1739,81604,241
1740,9104,2
1741,15148,6167522
1742,81657,141904
1743,59705,50742
1744,19955,52610
1745,25489,23497
1746,6502,30
1747,30488,4
1748,62138,63
1749,83403,1
1750,95272,31788
1751,103609,468
1752,81552,18860
1753,57424,647
1754,63196,4951
1755,56545,4
1756,7577,545389
1757,63159,23653
1758,44855,83757
1759,42240,82281
1760,71682,12465
1761,91883,65944
1762,45559,220
1763,27130,22
1764,43519,4
1765,50529,5136557
1766,62924,47478
1767,38939,13297
1768,45001,579519
1769,59610,302
1770,3321,297
1771,104334,199
1772,51446,156
1773,31141,249201
1774,92626,8645
1775,36657,36191
1776,48535,64063
1777,79799,3228
1778,51382,619
1779,22655,1430
1780,11555,144
1781,38324,4891735
1782,40651,1120595
1783,31297,406330
1784,24117,116330
1785,80912,39034
1786,104438,190
1787,90394,3188
1788,103654,6844
1789,103635,255
1790,86334,1024037
1791,99,1129165
1792,31097,143938
1793,90089,1965
1794,29594,36142
1795,24691,463
1796,23636,104
1797,56682,6120
1798,74536,568
1799,56945,65
1800,31183,2
1801,106468,1
1802,56860,121872
1803,9773,87643
1804,34822,34259
1805,90902,199794
1806,51268,136276
1807,74476,142065
1808,55961,31313
1809,99879,59949
1810,56908,25324
1811,19003,12
1812,24172,20128
1813,24154,165119
1814,71964,186559
1815,77410,12898
1816,59141,6137
1817,86134,44973
1818,104585,978
1819,28182,54261
1820,28880,555893
1821,18034,236204
1822,16019,211669
1823,5882,2010663
1824,9496,61261
1825,80798,144
1826,35360,8162
1827,16858,40
1828,5514,15
1829,101828,53
1830,103584,297
1831,62514,143
1832,28353,1
1833,7592,17370832
1834,50813,345930
1835,10120,56397
1836,91930,5128146
1837,100391,22392
1838,13178,132
1839,12855,8906
1840,80585,2
1841,77787,32
1842,31503,1
1843,103477,5584
1844,42938,175535
1845,22543,480564
1846,14409,10486
1847,21463,35547
1848,25439,1971
1849,12522,40302
1850,22271,26245
1851,6546,44
1852,34146,9
1853,19018,7
1854,90796,41284
1855,89945,147247
1856,38463,1463
1857,51111,225494
1858,97472,359588
1859,93524,310
1860,88868,112
1861,5019,7
1862,45059,8502583
1863,35160,460170
1864,81649,942582
1865,66630,611349
1866,90662,188812
1867,68676,551
1868,71467,109
1869,83996,72
1870,104046,373314
1871,95016,40
1872,79881,2298
1873,89549,109079
1874,30124,360
1875,100091,1654
1876,94543,17
1877,103455,5
1878,78911,1781354
1879,30997,950793
1880,25369,109749
1881,28016,52888
1882,33363,1162011
1883,16529,277556
1884,82815,2238
1885,75456,6605763
1886,12754,16880
1887,83616,57965
1888,102865,3130
1889,3980,19300
1890,83305,24721
1891,37677,9420
1892,89339,14
1893,14679,1
1894,50769,67237
1895,7507,60185
1896,99442,2951
1897,57517,63973
1898,0,436073
1899,13192,75900
1900,58723,2168
1901,75312,4
1902,79093,3
1903,70670,1208042
1904,101898,2152
1905,12451,998180
1906,4330,821
1907,12177,55189
1908,83530,15040
1909,69720,1407
1910,92949,1
1911,92490,9579
1912,42351,708890
1913,37568,109729
1914,57591,28644
1915,89555,810
1916,24081,208
1917,62663,5626
1918,78668,1565
1919,84524,1005425
1920,28620,1079948
1921,25016,1681046
1922,94817,74724
1923,47991,1847
1924,83811,75802
1925,101476,2
1926,103680,43
1927,56162,8
1928,83668,1
1929,12250,715023
1930,72121,48218
1931,50449,69193
1932,95741,169371
1933,10488,140
1934,93324,38376
1935,103367,1590
1936,49156,6
1937,81873,7841
1938,34073,7476
1939,75608,129115
1940,94585,2629
1941,92127,252175
1942,100503,302
1943,94957,3127
1944,82044,25586
1945,30182,1474
1946,51499,5212
1947,61409,48308
1948,50080,22531
1949,73699,3091
1950,40737,1866
1951,23631,46
1952,84201,3
1953,32161,218155
1954,103088,65558
1955,92499,36746
1956,95444,40
1957,60811,67772
1958,83406,2025
1959,17127,47
1960,104085,1043
1961,23419,46
1962,3381,38981
1963,47281,30665
1964,2454,6840
1965,8838,2142
1966,99913,8
1967,81429,10906
1968,12141,58001
1969,99286,61556
1970,33803,45432
1971,63325,103333
1972,100184,6535
1973,28131,579
1974,27788,25
1975,89857,4355
1976,103659,2408
